,Location,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,Real Rooms
3004,"Sri Hartamas, Kuala Lumpur",3360000.0,7.0,28.0,Bungalow,Land area : 17800 sq. ft.,Partly Furnished,7
3006,"Sri Hartamas, Kuala Lumpur",1402800.0,6.0,6.0,Bungalow,Land area : 6600 sq. ft.,Unfurnished,6
3007,"Sri Hartamas, Kuala Lumpur",1680000.0,6.0,6.0,Bungalow,Land area : 8200 sq. ft.,Partly Furnished,6
3008,"Mont Kiara, Kuala Lumpur",1612800.0,6.0,6.0,Bungalow,Land area : 7200 sq. ft.,Partly Furnished,7
3009,"Mont Kiara, Kuala Lumpur",2520000.0,4.0,4.0,Bungalow,Land area : 10800 sq. ft.,Partly Furnished,6
3011,"Mont Kiara, Kuala Lumpur",1003800.0,5.0,4.0,Others,Land area : 3500 sq. ft.,Partly Furnished,5
3013,"Mont Kiara, Kuala Lumpur",2520000.0,6.0,6.0,Bungalow,Land area : 9600 sq. ft.,Partly Furnished,7
3014,"Sri Hartamas, Kuala Lumpur",898800.0,5.0,4.0,Others,Land area : 4000 sq. ft.,Partly Furnished,6
3015,"Mont Kiara, Kuala Lumpur",898800.0,5.0,4.0,Others,Land area : 4040 sq. ft.,Partly Furnished,6
3016,"Sri Hartamas, Kuala Lumpur",898800.0,5.0,4.0,Others,Land area : 4040 sq. ft.,Partly Furnished,6
3017,"Sri Hartamas, Kuala Lumpur",934500.0,5.0,5.0,Others,Land area : 4000 sq. ft.,Partly Furnished,6
